"exp1_trt","outcome1","compl1","female","age","income","religion","Hindu","imp_rel","education","ideol","empl_status","employed","marital","married","job_worry","year"
1,1,1,0,34,5,6,1,1,3,NA,3,1,1,1,1,2022
2,1,1,0,52,2,6,1,2,2,3,8,0,1,1,1,2022
1,1,1,0,24,1,6,1,1,2,NA,3,1,1,1,1,2022
1,1,1,1,20,10,6,1,1,3,10,6,0,6,0,1,2022
1,1,1,1,16,9,9,0,2,4,6,3,1,6,0,2,2022
1,1,1,0,16,5,9,0,1,3,4,3,1,6,0,NA,2022
3,1,0,1,16,8,6,1,1,3,10,6,0,6,0,3,2022
2,1,1,0,16,2,6,1,2,3,2,6,0,6,0,1,2022
4,0,0,1,49,7,6,1,1,3,5,5,0,1,1,3,2022
4,1,0,1,32,9,6,1,3,0,8,1,1,1,1,2,2022
1,1,1,0,40,3,6,1,1,3,5,2,1,2,0,4,2022
4,1,0,1,21,6,6,1,1,6,NA,6,0,6,0,NA,2022
NA,1,0,0,38,3,6,1,2,3,NA,7,0,1,1,1,2022
2,1,1,1,22,6,6,1,1,3,5,6,0,1,1,1,2022
3,1,0,1,22,5,6,1,1,7,7,7,0,6,0,1,2022
4,1,0,0,29,2,6,1,1,3,5,3,1,1,1,1,2022
1,0,1,1,22,4,6,1,1,6,NA,6,0,6,0,NA,2022
4,1,0,0,17,4,6,1,2,3,NA,6,0,6,0,1,2022
2,1,1,1,54,8,6,1,1,3,7,5,0,1,1,1,2022
1,1,1,0,30,3,5,0,1,3,NA,7,0,1,1,1,2022
2,0,1,0,50,7,6,1,2,6,NA,8,0,1,1,3,2022
4,1,0,0,47,9,6,1,1,3,NA,2,1,1,1,3,2022
2,0,1,0,19,9,6,1,1,3,9,6,0,6,0,3,2022
2,1,1,0,21,2,6,1,1,3,2,2,1,6,0,2,2022
2,1,1,1,74,8,6,1,1,2,NA,4,0,5,0,4,2022
1,0,1,0,18,5,6,1,3,3,NA,6,0,6,0,3,2022
1,1,1,0,31,6,6,1,3,3,3,1,1,1,1,4,2022
1,1,1,1,25,2,6,1,2,1,NA,5,0,1,1,2,2022
1,1,1,0,38,1,6,1,1,3,NA,3,1,1,1,1,2022
NA,1,0,1,66,6,5,0,1,0,1,5,0,5,0,4,2022
1,0,1,0,16,7,6,1,2,3,5,3,1,6,0,4,2022
4,0,0,1,35,7,6,1,1,3,5,5,0,1,1,3,2022
1,1,1,0,21,10,9,0,1,8,NA,7,0,6,0,1,2022
1,0,1,1,42,6,6,1,1,3,6,5,0,2,0,3,2022
1,0,1,0,25,3,6,1,1,3,5,7,0,1,1,1,2022
2,1,1,0,28,7,6,1,1,7,8,1,1,1,1,1,2022
NA,1,0,0,31,1,6,1,1,6,NA,7,0,1,1,1,2022
1,0,1,1,28,8,6,1,1,7,6,1,1,1,1,2,2022
2,1,1,0,71,8,6,1,1,6,NA,3,1,1,1,4,2022
1,1,1,0,25,8,6,1,1,3,4,3,1,1,1,1,2022
1,1,1,1,45,9,6,1,1,0,7,1,1,1,1,3,2022
3,1,0,1,44,3,6,1,1,1,4,5,0,2,0,1,2022
1,1,1,0,16,5,5,0,1,3,NA,6,0,6,0,1,2022
3,1,0,0,42,7,9,0,1,3,7,3,1,1,1,2,2022
1,0,1,0,17,4,1,0,4,2,6,6,0,6,0,4,2022
NA,1,0,1,16,5,6,1,1,2,NA,6,0,6,0,4,2022
2,0,1,0,23,2,6,1,1,4,NA,7,0,6,0,1,2022
1,0,1,1,58,5,6,1,1,1,10,4,0,5,0,4,2022
2,1,1,0,64,7,6,1,2,7,6,4,0,1,1,2,2022
4,1,0,0,44,6,9,0,2,3,8,3,1,1,1,2,2022
1,1,1,1,21,10,6,1,1,3,10,6,0,6,0,2,2022
3,1,0,0,41,4,9,0,2,3,7,3,1,1,1,2,2022
1,1,1,0,19,4,6,1,1,6,7,6,0,6,0,4,2022
2,1,1,0,16,2,6,1,2,3,2,6,0,6,0,1,2022
1,0,1,1,17,5,6,1,3,3,NA,6,0,6,0,4,2022
2,1,1,0,18,1,6,1,1,2,2,2,1,6,0,2,2022
2,0,1,1,28,10,6,1,1,7,8,5,0,1,1,3,2022
4,0,0,0,17,8,6,1,3,3,NA,6,0,6,0,NA,2022
1,0,1,0,57,8,6,1,2,6,NA,4,0,1,1,4,2022
1,1,1,1,76,3,6,1,1,0,NA,5,0,5,0,1,2022
4,1,0,0,27,4,6,1,2,6,3,6,0,6,0,1,2022
1,1,1,1,55,10,6,1,1,2,9,5,0,1,1,2,2022
1,1,1,1,30,10,9,0,1,8,NA,1,1,2,0,2,2022
1,0,1,1,17,6,5,0,1,3,5,6,0,6,0,1,2022
1,1,1,1,27,1,6,1,1,2,NA,5,0,1,1,1,2022
1,1,1,0,30,7,6,1,1,6,8,1,1,1,1,1,2022
NA,1,0,1,42,1,6,1,1,6,NA,5,0,1,1,1,2022
NA,NA,0,1,25,9,6,1,1,6,NA,5,0,1,1,2,2022
1,1,1,0,16,4,6,1,1,2,NA,6,0,6,0,4,2022
3,1,0,0,24,5,6,1,1,6,NA,8,0,1,1,1,2022
4,1,0,1,49,2,6,1,1,1,8,5,0,1,1,1,2022
1,1,1,0,37,8,6,1,1,6,5,1,1,2,0,4,2022
2,1,1,1,20,3,6,1,1,6,6,6,0,6,0,1,2022
3,1,0,0,18,3,6,1,2,3,NA,7,0,6,0,NA,2022
1,1,1,0,36,6,9,0,1,6,NA,1,1,2,0,1,2022
1,1,1,1,54,4,6,1,1,2,NA,5,0,1,1,1,2022
1,1,1,0,50,4,6,1,1,1,6,3,1,1,1,1,2022
1,1,1,0,73,1,6,1,2,0,NA,4,0,2,0,1,2022
NA,1,0,0,20,4,6,1,1,6,8,6,0,6,0,3,2022
1,1,1,0,16,8,6,1,NA,0,7,2,1,6,0,2,2022
1,1,1,0,37,2,6,1,1,1,2,7,0,1,1,2,2022
2,0,1,0,26,9,6,1,2,8,6,6,0,6,0,3,2022
1,1,1,1,23,1,6,1,1,6,NA,8,0,6,0,1,2022
2,1,1,0,41,6,6,1,1,6,NA,1,1,1,1,4,2022
1,1,1,0,16,5,6,1,1,3,NA,6,0,6,0,4,2022
NA,1,0,0,16,NA,6,1,1,3,NA,6,0,6,0,4,2022
2,1,1,0,16,6,6,1,1,3,5,6,0,6,0,1,2022
1,0,1,0,21,5,6,1,2,3,NA,7,0,6,0,2,2022
1,1,1,0,33,4,6,1,1,2,10,7,0,1,1,1,2022
2,1,1,0,62,6,6,1,1,2,5,4,0,2,0,1,2022
1,0,1,1,24,8,6,1,1,6,5,5,0,2,0,2,2022
1,1,1,1,20,5,6,1,1,3,NA,6,0,6,0,1,2022
3,1,0,1,24,7,9,0,1,7,8,7,0,6,0,NA,2022
1,1,1,0,21,10,6,1,2,0,7,1,1,6,0,2,2022
2,1,1,0,23,2,6,1,1,3,2,8,0,1,1,2,2022
2,0,1,1,20,10,6,1,2,7,8,6,0,6,0,3,2022
1,1,1,0,18,1,5,0,1,6,2,6,0,6,0,2,2022
1,1,1,0,58,4,5,0,1,1,NA,3,1,1,1,1,2022
1,1,1,0,25,3,5,0,3,7,3,6,0,6,0,4,2022
1,1,1,0,20,10,5,0,1,3,NA,6,0,6,0,1,2022
4,1,0,0,52,7,9,0,2,3,6,NA,NA,1,1,2,2022
1,1,1,1,52,6,6,1,1,6,NA,3,1,1,1,NA,2022
3,1,0,0,82,2,6,1,1,0,3,4,0,1,1,3,2022
2,1,1,1,32,6,1,0,1,3,4,5,0,2,0,1,2022
1,1,1,1,49,6,9,0,1,2,NA,5,0,2,0,1,2022
3,1,0,1,26,6,9,0,2,8,7,7,0,6,0,4,2022
1,1,1,1,16,3,6,1,4,2,NA,5,0,6,0,1,2022
4,1,0,0,40,6,6,1,1,3,7,2,1,1,1,4,2022
2,1,1,1,27,2,6,1,2,6,5,5,0,1,1,2,2022
4,1,0,0,16,4,6,1,2,3,NA,6,0,6,0,1,2022
4,0,0,0,58,6,6,1,1,1,10,3,1,1,1,2,2022
2,1,1,0,48,3,6,1,1,3,NA,3,1,1,1,2,2022
1,1,1,0,16,1,6,1,1,3,NA,6,0,6,0,4,2022
3,1,0,1,37,8,6,1,2,3,NA,2,1,1,1,2,2022
NA,1,0,1,31,3,6,1,1,2,NA,5,0,2,0,1,2022
3,1,0,1,17,6,9,0,1,3,7,7,0,6,0,1,2022
3,1,0,1,33,6,1,0,3,1,5,5,0,2,0,1,2022
NA,1,0,1,16,NA,6,1,1,3,NA,6,0,6,0,NA,2022
4,1,0,1,27,5,9,0,2,7,8,7,0,6,0,NA,2022
NA,1,0,1,31,3,6,1,2,0,5,5,0,1,1,1,2022
4,1,0,1,17,3,6,1,1,0,6,3,1,6,0,1,2022
2,1,1,0,36,6,6,1,2,4,5,2,1,1,1,1,2022
1,1,1,0,66,10,9,0,1,0,NA,4,0,2,0,1,2022
2,1,1,0,33,2,6,1,1,3,2,3,1,1,1,1,2022
1,1,1,1,17,2,9,0,3,4,6,7,0,6,0,2,2022
4,1,0,1,56,2,6,1,1,1,4,5,0,1,1,1,2022
3,1,0,1,39,5,6,1,2,3,NA,6,0,1,1,3,2022
1,1,1,1,40,7,6,1,1,3,8,2,1,1,1,1,2022
3,1,0,0,30,6,9,0,2,7,5,3,1,6,0,1,2022
4,1,0,0,72,5,9,0,2,2,8,NA,NA,1,1,3,2022
1,0,1,1,25,5,6,1,3,6,NA,6,0,2,0,1,2022
4,0,0,1,53,5,6,1,1,1,5,5,0,1,1,3,2022
1,1,1,0,42,7,6,1,1,6,NA,1,1,1,1,1,2022
1,1,1,0,36,5,6,1,1,4,NA,2,1,2,0,1,2022
2,1,1,0,16,3,6,1,1,3,7,3,1,6,0,1,2022
3,1,0,0,50,3,6,1,3,1,5,3,1,2,0,1,2022
NA,1,0,0,23,6,6,1,3,6,NA,6,0,6,0,NA,2022
2,1,1,0,28,2,6,1,1,4,3,4,0,1,1,2,2022
NA,1,0,1,33,5,6,1,2,2,NA,5,0,1,1,1,2022
1,1,1,0,30,9,9,0,1,8,8,1,1,2,0,1,2022
1,1,1,0,24,8,6,1,1,6,NA,6,0,6,0,3,2022
1,1,1,1,44,2,6,1,1,1,NA,5,0,1,1,1,2022
4,1,0,1,50,7,9,0,1,3,NA,5,0,1,1,NA,2022
2,0,1,0,36,7,6,1,2,2,7,1,1,1,1,2,2022
3,1,0,1,46,3,6,1,2,1,4,5,0,5,0,1,2022
NA,1,0,0,55,7,6,1,2,3,NA,2,1,5,0,1,2022
2,1,1,0,37,7,6,1,1,6,NA,3,1,1,1,3,2022
3,1,0,1,36,9,6,1,1,7,5,6,0,2,0,3,2022
4,0,0,0,60,10,6,1,4,2,NA,7,0,2,0,3,2022
1,1,1,1,38,6,6,1,1,6,NA,1,1,1,1,2,2022
2,0,1,0,47,6,6,1,3,3,5,3,1,1,1,2,2022
1,1,1,1,28,4,6,1,1,4,10,2,1,1,1,1,2022
4,0,0,0,30,7,6,1,3,6,10,3,1,1,1,3,2022
NA,1,0,0,16,3,6,1,1,3,NA,6,0,6,0,1,2022
4,1,0,0,23,5,9,0,2,7,7,7,0,6,0,NA,2022
2,1,1,0,22,4,6,1,1,7,5,8,0,6,0,2,2022
3,1,0,0,38,5,6,1,4,7,NA,3,1,5,0,1,2022
1,1,1,0,40,1,6,1,1,0,NA,1,1,2,0,3,2022
1,1,1,0,66,7,9,0,2,1,NA,2,1,2,0,1,2022
2,1,1,0,17,6,6,1,1,3,6,3,1,6,0,4,2022
2,1,1,0,37,8,6,1,1,3,7,3,1,1,1,1,2022
4,1,0,1,52,5,6,1,2,2,NA,5,0,1,1,1,2022
3,1,0,1,42,4,6,1,2,2,5,5,0,1,1,2,2022
2,1,1,0,16,3,9,0,3,6,1,3,1,6,0,1,2022
1,1,1,0,18,1,6,1,1,3,5,6,0,6,0,2,2022
1,1,1,0,48,6,5,0,1,3,NA,3,1,1,1,2,2022
1,1,1,0,22,3,6,1,1,3,NA,7,0,6,0,1,2022
1,1,1,1,45,7,6,1,1,3,NA,5,0,1,1,3,2022
1,0,1,0,43,7,5,0,3,6,6,3,1,1,1,2,2022
4,0,0,1,48,10,6,1,2,3,NA,1,1,1,1,4,2022
2,1,1,0,29,6,6,1,1,6,5,1,1,2,0,3,2022
1,0,1,0,64,4,6,1,1,3,5,4,0,5,0,3,2022
1,1,1,0,48,5,6,1,1,7,NA,1,1,1,1,1,2022
1,1,1,1,16,NA,9,0,3,3,NA,7,0,6,0,2,2022
3,1,0,0,32,7,6,1,1,7,NA,2,1,6,0,3,2022
3,1,0,0,32,5,6,1,1,7,NA,1,1,1,1,1,2022
1,1,1,1,32,7,6,1,1,4,10,3,1,1,1,3,2022
2,1,1,0,49,6,6,1,2,3,5,2,1,1,1,1,2022
2,1,1,1,44,7,6,1,2,3,5,NA,NA,1,1,4,2022
2,1,1,0,63,5,6,1,1,2,8,1,1,1,1,2,2022
NA,1,0,0,16,3,6,1,1,3,6,6,0,6,0,1,2022
3,1,0,1,55,5,9,0,1,1,7,6,0,1,1,4,2022
3,1,0,1,33,6,6,1,1,6,7,5,0,2,0,1,2022
2,0,1,0,67,3,6,1,1,1,8,3,1,1,1,4,2022
2,1,1,1,37,10,6,1,1,6,NA,1,1,1,1,3,2022
NA,1,0,0,16,3,6,1,1,2,NA,6,0,6,0,1,2022
NA,1,0,0,16,2,6,1,3,2,NA,6,0,6,0,2,2022
3,1,0,1,21,3,6,1,1,3,NA,6,0,6,0,1,2022
2,0,1,0,22,2,6,1,1,3,7,1,1,6,0,2,2022
1,1,1,0,24,1,7,0,1,6,NA,1,1,6,0,1,2022
3,1,0,1,40,7,9,0,1,7,6,6,0,2,0,2,2022
4,0,0,1,36,5,9,0,1,3,6,1,1,1,1,4,2022
2,1,1,1,41,5,9,0,2,3,NA,2,1,2,0,2,2022
2,1,1,0,45,6,5,0,1,3,4,8,0,1,1,1,2022
4,1,0,0,17,5,9,0,2,3,5,7,0,6,0,NA,2022
1,1,1,1,28,2,6,1,1,3,2,4,0,1,1,1,2022
1,1,1,0,28,8,9,0,1,6,7,1,1,2,0,1,2022
3,1,0,0,23,9,9,0,2,7,7,7,0,6,0,4,2022
2,1,1,1,39,4,6,1,1,3,NA,5,0,1,1,NA,2022
NA,1,0,0,16,2,7,0,2,1,NA,6,0,6,0,1,2022
2,1,1,0,21,2,7,0,2,6,NA,6,0,6,0,NA,2022
3,0,0,0,23,6,9,0,1,7,6,7,0,6,0,3,2022
1,1,1,0,58,2,6,1,2,3,2,2,1,1,1,2,2022
1,1,1,0,19,7,9,0,2,7,NA,7,0,6,0,2,2022
4,1,0,0,32,8,9,0,2,8,7,7,0,1,1,NA,2022
3,1,0,1,55,6,9,0,1,1,6,5,0,2,0,3,2022
1,1,1,1,39,1,6,1,1,3,1,NA,NA,1,1,2,2022
NA,1,0,1,66,2,6,1,1,0,NA,5,0,1,1,2,2022
NA,0,0,1,54,1,6,1,2,0,NA,5,0,5,0,NA,2022
NA,1,0,1,75,9,9,0,1,0,7,4,0,2,0,3,2022
2,0,1,1,68,6,9,0,2,0,6,NA,NA,1,1,4,2022
3,1,0,0,28,6,9,0,3,7,6,3,1,6,0,1,2022
4,1,0,0,25,5,9,0,2,7,6,7,0,6,0,NA,2022
2,1,1,0,35,7,6,1,2,6,6,1,1,2,0,1,2022
1,1,1,0,16,8,9,0,2,2,5,7,0,6,0,1,2022
NA,1,0,0,38,3,6,1,1,2,NA,7,0,1,1,1,2022
3,1,0,0,70,5,9,0,2,1,6,3,1,2,0,4,2022
3,1,0,1,49,7,9,0,1,3,6,5,0,2,0,2,2022
3,0,0,1,16,6,9,0,2,4,6,7,0,6,0,4,2022
4,1,0,0,78,2,9,0,2,1,1,3,1,1,1,1,2022
2,1,1,0,47,1,6,1,1,3,1,3,1,1,1,1,2022
3,1,0,0,30,4,6,1,2,4,5,2,1,2,0,1,2022
4,1,0,1,56,5,6,1,1,3,5,6,0,1,1,NA,2022
2,1,1,0,66,6,6,1,1,1,5,5,0,5,0,2,2022
2,1,1,1,30,6,6,1,2,8,6,1,1,1,1,3,2022
4,1,0,0,32,4,5,0,1,3,5,NA,NA,1,1,NA,2022
1,1,1,0,22,2,6,1,1,7,2,6,0,6,0,2,2022
3,1,0,1,47,8,6,1,1,7,5,5,0,2,0,1,2022
2,1,1,1,17,4,9,0,2,4,6,4,0,6,0,4,2022
4,1,0,0,21,4,9,0,2,7,8,7,0,6,0,1,2022
3,1,0,0,61,8,6,1,2,3,5,3,1,1,1,2,2022
1,1,1,0,22,2,6,1,1,7,2,6,0,6,0,2,2022
3,1,0,0,17,6,1,0,2,3,8,7,0,6,0,NA,2022
4,1,0,1,40,8,6,1,2,8,8,1,1,1,1,3,2022
3,1,0,1,22,6,6,1,2,7,6,7,0,6,0,1,2022
2,1,1,0,66,6,6,1,1,1,5,5,0,5,0,2,2022
1,1,1,1,26,6,5,0,1,8,6,7,0,6,0,2,2022
1,1,1,1,26,6,5,0,1,8,6,7,0,6,0,2,2022
1,1,1,1,16,4,5,0,1,3,NA,6,0,6,0,1,2022
1,1,1,0,17,5,6,1,1,3,NA,6,0,6,0,1,2022
1,1,1,0,30,1,5,0,1,3,NA,3,1,1,1,1,2022
1,1,1,0,23,NA,5,0,1,6,NA,7,0,6,0,1,2022
1,1,1,0,20,5,6,1,1,3,7,6,0,6,0,1,2022
2,1,1,0,56,4,5,0,2,3,3,5,0,1,1,1,2022
1,1,1,1,40,4,6,1,1,1,NA,5,0,1,1,1,2022
1,1,1,1,45,1,5,0,1,2,NA,5,0,1,1,1,2022
1,1,1,0,36,1,5,0,1,3,NA,3,1,1,1,1,2022
1,1,1,0,28,1,6,1,1,3,NA,3,1,1,1,1,2022
1,1,1,1,45,3,6,1,1,2,NA,5,0,1,1,1,2022
1,1,1,1,25,1,6,1,1,3,NA,5,0,1,1,1,2022
1,NA,1,1,35,5,1,0,1,3,6,1,1,1,1,3,2022
2,1,1,0,33,5,6,1,2,3,9,3,1,1,1,1,2022
3,1,0,0,33,2,6,1,4,3,6,1,1,6,0,1,2022
1,1,1,1,28,6,6,1,1,4,10,1,1,6,0,3,2022
2,1,1,0,44,5,6,1,1,2,9,3,1,1,1,2,2022
1,1,1,0,37,8,5,0,1,3,9,3,1,1,1,2,2022
1,NA,1,1,30,6,6,1,2,3,7,3,1,1,1,3,2022
1,0,1,1,20,5,5,0,1,3,8,7,0,6,0,4,2022
2,1,1,0,33,5,6,1,2,6,7,3,1,1,1,1,2022
1,1,1,1,25,7,5,0,1,7,5,7,0,6,0,2,2022
1,1,1,0,28,7,6,1,3,6,1,1,1,6,0,4,2022
1,1,1,1,19,6,5,0,1,6,3,2,1,6,0,2,2022
2,0,1,1,23,7,5,0,1,6,8,6,0,6,0,3,2022
NA,1,0,0,17,1,6,1,3,3,8,6,0,6,0,NA,2022
1,1,1,1,20,5,5,0,2,2,8,7,0,2,0,2,2022
1,1,1,0,47,4,6,1,2,3,5,3,1,1,1,2,2022
2,1,1,0,24,6,5,0,3,6,8,7,0,6,0,1,2022
3,0,0,1,71,2,5,0,1,0,7,7,0,5,0,4,2022
1,1,1,0,20,3,6,1,1,3,8,1,1,1,1,2,2022
NA,1,0,1,17,8,6,1,1,3,6,1,1,6,0,1,2022
NA,1,0,0,16,7,5,0,1,3,5,6,0,6,0,NA,2022
NA,1,0,1,49,4,6,1,1,0,8,3,1,2,0,4,2022
2,1,1,0,74,6,6,1,1,3,10,7,0,1,1,2,2022
1,1,1,1,36,7,6,1,1,3,6,1,1,1,1,1,2022
1,0,1,1,17,7,6,1,2,3,5,3,1,6,0,4,2022
2,1,1,0,59,5,6,1,2,3,8,3,1,1,1,2,2022
2,1,1,0,40,3,5,0,1,2,4,3,1,1,1,2,2022
NA,1,0,1,17,7,6,1,2,3,6,6,0,6,0,3,2022
3,1,0,0,59,4,6,1,1,2,8,3,1,1,1,1,2022
NA,1,0,1,51,5,5,0,1,0,7,NA,NA,1,1,4,2022
1,1,1,0,19,5,5,0,4,6,7,6,0,6,0,2,2022
4,1,0,1,40,6,5,0,1,2,8,5,0,1,1,NA,2022
NA,1,0,0,52,5,6,1,3,0,NA,6,0,1,1,2,2022
1,1,1,1,58,5,6,1,1,0,3,3,1,2,0,4,2022
3,1,0,1,21,5,6,1,3,6,1,8,0,6,0,NA,2022
3,1,0,0,47,4,6,1,3,1,8,3,1,1,1,2,2022
NA,NA,0,1,45,8,5,0,2,1,NA,7,0,1,1,NA,2022
1,1,1,0,51,8,6,1,2,6,7,1,1,1,1,3,2022
1,1,1,1,41,2,6,1,1,0,8,5,0,1,1,2,2022
1,1,1,1,36,3,6,1,3,7,4,2,1,2,0,1,2022
NA,0,0,1,57,1,6,1,1,0,10,8,0,5,0,4,2022
2,1,1,0,25,4,6,1,3,7,2,7,0,6,0,1,2022
1,1,1,0,36,7,6,1,3,7,10,1,1,1,1,4,2022
4,1,0,1,33,9,6,1,2,7,1,1,1,6,0,2,2022
NA,NA,0,0,77,3,6,1,1,0,NA,4,0,2,0,NA,2022
1,1,1,1,17,6,6,1,1,3,7,7,0,6,0,1,2022
NA,0,0,1,46,8,6,1,2,7,9,1,1,1,1,3,2022
2,0,1,0,59,7,6,1,2,7,8,1,1,1,1,4,2022
NA,NA,0,1,74,1,1,0,1,0,NA,7,0,1,1,NA,2022
1,1,1,1,18,8,6,1,2,3,4,8,0,6,0,4,2022
3,1,0,0,23,5,1,0,1,7,6,5,0,6,0,2,2022
1,1,1,0,44,5,6,1,NA,7,10,1,1,1,1,1,2022
2,1,1,0,24,6,6,1,4,3,6,1,1,6,0,1,2022
3,0,0,1,49,7,6,1,1,3,6,7,0,5,0,3,2022
1,1,1,0,48,5,6,1,1,7,7,3,1,1,1,1,2022
1,0,1,1,16,5,6,1,1,4,10,5,0,6,0,4,2022
1,1,1,1,66,10,6,1,1,1,8,8,0,1,1,1,2022
3,1,0,0,32,5,6,1,2,3,8,3,1,1,1,2,2022
1,1,1,0,41,1,6,1,1,3,5,NA,NA,6,0,2,2022
3,0,0,1,35,1,6,1,NA,3,1,3,1,1,1,3,2022
2,1,1,1,49,5,6,1,1,1,7,5,0,1,1,NA,2022
1,0,1,1,73,8,6,1,1,1,7,7,0,5,0,4,2022
4,0,0,0,21,10,6,1,1,2,1,1,1,1,1,1,2022
1,0,1,0,22,3,6,1,1,3,8,3,1,1,1,1,2022
1,1,1,0,62,3,6,1,1,3,5,5,0,1,1,1,2022
NA,0,0,1,36,4,6,1,1,0,10,8,0,5,0,4,2022
2,0,1,1,36,NA,6,1,2,3,6,1,1,1,1,2,2022
1,0,1,1,36,8,6,1,1,6,9,3,1,1,1,NA,2022
2,NA,1,1,29,6,6,1,1,3,NA,5,0,1,1,4,2022
1,1,1,0,17,3,5,0,1,3,NA,6,0,6,0,2,2022
2,1,1,0,34,5,1,0,2,3,NA,7,0,1,1,2,2022
1,0,1,1,28,4,6,1,1,1,NA,1,1,1,1,4,2022
2,1,1,0,57,5,6,1,2,1,9,3,1,1,1,2,2022
1,0,1,0,16,9,6,1,1,4,3,1,1,6,0,2,2022
3,1,0,0,82,4,6,1,1,1,5,7,0,1,1,2,2022
4,0,0,0,26,10,6,1,4,3,1,1,1,1,1,3,2022
2,1,1,0,17,7,6,1,1,3,8,6,0,6,0,1,2022
1,1,1,1,19,2,6,1,1,3,10,7,0,1,1,NA,2022
4,1,0,1,49,9,6,1,3,7,4,1,1,1,1,1,2022
NA,0,0,1,23,5,6,1,1,3,10,8,0,1,1,4,2022
2,1,1,0,17,6,6,1,3,3,NA,6,0,6,0,1,2022
2,1,1,1,54,2,7,0,2,2,5,2,1,1,1,1,2022
3,1,0,0,35,7,6,1,1,4,8,1,1,1,1,1,2022
2,0,1,1,80,8,6,1,1,0,8,7,0,5,0,4,2022
4,1,0,0,40,8,6,1,1,3,NA,4,0,1,1,2,2022
2,1,1,0,61,5,6,1,3,0,6,4,0,1,1,1,2022
3,0,0,0,33,1,1,0,2,7,5,3,1,1,1,3,2022
3,1,0,0,42,8,6,1,2,3,9,3,1,1,1,1,2022
1,1,1,1,23,3,6,1,1,3,9,5,0,1,1,1,2022
NA,0,0,1,17,5,6,1,1,3,NA,6,0,6,0,NA,2022
1,1,1,0,16,7,6,1,1,3,8,6,0,6,0,2,2022
3,0,0,1,50,8,6,1,1,2,7,5,0,1,1,1,2022
2,1,1,0,49,9,6,1,3,7,7,1,1,1,1,4,2022
1,0,1,0,17,6,6,1,4,3,NA,6,0,6,0,4,2022
2,1,1,0,37,7,6,1,2,6,7,1,1,1,1,2,2022
1,1,1,1,17,8,6,1,2,3,10,6,0,6,0,3,2022
2,1,1,0,18,2,6,1,1,3,3,2,1,6,0,1,2022
1,1,1,0,18,8,6,1,1,3,10,1,1,6,0,2,2022
4,0,0,1,55,4,6,1,2,3,1,5,0,1,1,3,2022
3,1,0,0,37,4,6,1,3,3,8,3,1,1,1,1,2022
1,1,1,0,70,6,6,1,1,2,6,7,0,5,0,1,2022
2,1,1,1,16,7,6,1,2,2,6,6,0,6,0,NA,2022
NA,0,0,0,36,NA,6,1,1,0,6,1,1,2,0,2,2022
2,1,1,0,47,6,6,1,2,3,NA,3,1,1,1,4,2022
NA,1,0,0,29,6,6,1,2,6,8,1,1,6,0,2,2022
2,1,1,0,16,7,6,1,4,3,NA,6,0,6,0,NA,2022
2,0,1,1,17,7,6,1,1,3,8,6,0,6,0,NA,2022
NA,NA,0,1,49,2,6,1,NA,0,1,8,0,1,1,3,2022
2,1,1,0,50,6,6,1,3,3,6,1,1,1,1,2,2022
1,1,1,1,17,7,6,1,2,3,8,6,0,6,0,3,2022
1,0,1,0,17,9,6,1,1,3,3,2,1,6,0,1,2022
1,1,1,0,30,8,6,1,1,6,7,2,1,1,1,2,2022
1,1,1,0,31,4,6,1,1,6,1,5,0,1,1,2,2022
4,1,0,0,37,3,6,1,1,3,5,1,1,2,0,3,2022
2,1,1,0,25,5,6,1,2,7,8,3,1,1,1,1,2022
4,1,0,1,16,8,6,1,4,3,4,6,0,6,0,NA,2022
2,1,1,0,24,8,6,1,4,6,4,6,0,6,0,2,2022
2,0,1,1,16,3,NA,NA,1,3,2,7,0,6,0,1,2022
NA,1,0,0,56,7,6,1,1,2,4,3,1,2,0,2,2022
1,0,1,0,51,8,7,0,1,6,6,3,1,1,1,2,2022
2,1,1,0,61,9,7,0,3,0,5,3,1,1,1,4,2022
4,0,0,1,69,1,6,1,1,2,4,7,0,5,0,1,2022
2,0,1,0,17,3,6,1,1,6,2,3,1,6,0,1,2022
1,1,1,1,27,7,6,1,2,6,7,3,1,1,1,1,2022
4,1,0,0,17,3,6,1,1,3,5,1,1,6,0,3,2022
2,0,1,1,43,5,6,1,2,7,5,2,1,1,1,4,2022
4,0,0,1,18,5,6,1,2,3,NA,8,0,6,0,2,2022
1,1,1,0,62,5,6,1,1,6,9,1,1,1,1,NA,2022
4,1,0,1,19,5,6,1,1,4,NA,6,0,6,0,1,2022
1,0,1,0,30,8,6,1,1,6,8,6,0,6,0,4,2022
3,1,0,0,36,4,6,1,2,6,6,3,1,1,1,1,2022
1,1,1,0,39,8,6,1,1,3,NA,5,0,1,1,1,2022
3,0,0,0,63,4,7,0,1,0,6,7,0,1,1,4,2022
1,0,1,0,33,3,7,0,1,2,6,3,1,1,1,1,2022
3,1,0,0,40,7,6,1,4,6,6,1,1,1,1,2,2022
4,0,0,0,16,3,6,1,1,6,1,1,1,6,0,3,2022
1,1,1,1,50,8,6,1,2,7,10,1,1,1,1,4,2022
1,1,1,0,17,3,6,1,1,2,8,1,1,6,0,4,2022
2,1,1,0,16,6,6,1,2,2,5,7,0,6,0,4,2022
2,1,1,0,41,2,6,1,2,0,NA,3,1,1,1,3,2022
1,NA,1,0,23,7,6,1,1,6,9,7,0,6,0,2,2022
