"Y_hat1","Y_hat0"
0.49480046707943,0.515115774977713
0.686206201278693,0.675145644756295
0.624939466788274,0.626970997578102
0.622275627573927,0.629498848159983
0.727894948620153,0.735569620492837
0.559735392601631,0.574859010703686
0.60191104981756,0.597396536951275
0.624744377876134,0.620907041939792
0.675022833611498,0.64590422562396
0.467955117351703,0.481724381593872
0.596039402677941,0.592653518028227
0.578466480967509,0.573951968101224
0.688463457711836,0.676274272972866
0.735686781952985,0.731397994730015
0.553410934559628,0.564020039795398
0.667049433964787,0.673369751977586
0.6762006888785,0.671008999082272
0.476098944105567,0.493705544284078
0.625158010665478,0.621772126015765
0.71073671230558,0.695387368560211
0.584790939009513,0.616166803430193
0.63580911776037,0.629714525390885
0.721230815540354,0.714459046240927
0.673217028464984,0.663736551445786
0.641090984983648,0.650345736359532
0.562857733110746,0.596039402677941
0.646507513550214,0.649216221269985
0.701884185165893,0.68788919528041
0.568052203320423,0.58543307785562
0.760281351833719,0.752832405604349
0.752155228674406,0.746286361948235
0.595121489319601,0.600764630402457
0.589756903162426,0.603751893047909
0.782976119696341,0.775301447823656
0.71744867985742,0.707742477194908
0.714062795207707,0.704582318188508
0.648150907359947,0.651988243296289
0.677658539200556,0.674724105837471
0.632832682538163,0.631929779964906
0.747189264521492,0.736354433642409
0.759387974500981,0.742684276895727
0.684041284646912,0.683589833360283
0.706747234820289,0.69297797057812
0.464918642818572,0.500357568818908
0.619346773572693,0.618895322286064
0.646433850770402,0.646433850770402
0.63040175073324,0.635141989242839
0.668025338668756,0.656287605216415
0.66335769465712,0.665163499803634
0.706476871891992,0.680292697267539
0.659300212439314,0.654334248286401
0.57640405212305,0.607779916543731
0.620363148616329,0.67250577222192
0.757346918470634,0.750575149171206
0.717393479604012,0.710621710304585
0.714684771884241,0.707461551298185
0.68458148449051,0.673295202324798
0.714920022768075,0.716500102271274
0.698724026159494,0.687212018350467
0.599934368247668,0.603094527254067
0.598580014387782,0.590002439941841
0.717393479604012,0.710621710304585
0.714684771884241,0.707461551298185
0.68458148449051,0.673295202324798
0.714920022768075,0.716500102271274
0.698724026159494,0.687212018350467
0.599934368247668,0.603094527254067
0.598580014387782,0.590002439941841
0.668459876235736,0.651304727343853
0.57442198321713,0.575099160147073
0.586900810096852,0.620082479664046
0.562201145784245,0.619986910472692
0.673217028464984,0.667122436095499
0.647173908273255,0.651236969852912
0.635294171808296,0.619944828062927
0.650644464133559,0.638229553751276
0.63198740959829,0.630858781381719
0.644549871764075,0.643195517904189
0.73100556565516,0.721750814279276
0.745609185018293,0.736805884929037
